sku,base_code,product_name,department,class_name,shopping_category,gender,gender_tags,color_tags,size_tags,store_count,total_stock,mrp,sale_price,usage_tags,workout_tags,discomfort_tags,priority_tag,social_tags,offer_tags,manual_recovery_override,image_link,recommend_reason,shopping_apparel,shopping_footwear,shopping_accessories,supports_female,supports_male,workout_cardio,workout_strength,workout_flexibility,workout_sports,workout_others,issue_foot_leg_discomfort,issue_back_shoulder_pain,issue_other_recovery,issue_no_issues,priority_style_first,priority_function_first,priority_both_equally,social_alone,social_with_friend_partner,social_group_classes
CS705983S,,Women Jacket Wine,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705983XL,,Women Jacket Wine,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705983XXL,,Women Jacket Wine,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705984L,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705984M,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705984S,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705984XL,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705985L,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705985M,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705985S,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705985XL,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705985XXL,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705986L,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705986M,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705986S,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705986XL,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705986XXL,,Women Track Suit,Apparel,Track Suit,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705987L,,Men Jacket Jet Black,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705987M,,Men Jacket Jet Black,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705987S,,Men Jacket Jet Black,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705987XL,,Men Jacket Jet Black,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705988L,,Men Jacket Dark Grey,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705988M,,Men Jacket Dark Grey,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705988S,,Men Jacket Dark Grey,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705988XL,,Men Jacket Dark Grey,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705988XXL,,Men Jacket Dark Grey,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705989L,,Men Jacket Green,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705989M,,Men Jacket Green,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705989S,,Men Jacket Green,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705989XL,,Men Jacket Green,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705989XXL,,Men Jacket Green,Apparel,Jacket,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705990L,,Men Track Suits Jet Black,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705990S,,Men Track Suits Jet Black,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705990XXL,,Men Track Suits Jet Black,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|jog|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/jog/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705991L,,Men Track Suits Beige,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705991M,,Men Track Suits Beige,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705991S,,Men Track Suits Beige,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705991XL,,Men Track Suits Beige,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705991XXL,,Men Track Suits Beige,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705992L,,Men Track Suits Navy,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705992M,,Men Track Suits Navy,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705992S,,Men Track Suits Navy,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS705992XL,,Men Track Suits Navy,Apparel,Track Suits,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706039L,,Women Jacket Navy,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706039M,,Women Jacket Navy,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706039S,,Women Jacket Navy,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706039XL,,Women Jacket Navy,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706039XXL,,Women Jacket Navy,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706040L,,Women Jacket White,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706040M,,Women Jacket White,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706040S,,Women Jacket White,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706040XL,,Women Jacket White,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706040XXL,,Women Jacket White,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706041L,,Women Jacket PINK,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706041S,,Women Jacket PINK,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706041XXL,,Women Jacket PINK,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|light_to_medium_intensity_daily_activity|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/light to medium intensity daily activity/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706042M,,Women Jacket Black,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706042XXL,,Women Jacket Black,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706043L,,Women Jacket Blue,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706043M,,Women Jacket Blue,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706043S,,Women Jacket Blue,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706044XL,,Women Jacket Purple,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706044XXL,,Women Jacket Purple,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706045L,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706045M,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706045S,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706045XL,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706046L,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706046M,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706046S,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706046XL,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706046XXL,,Womens Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706047L,,Women Beige Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706047M,,Women Beige Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706047XL,,Women Beige Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS706047XXL,,Women Beige Jacket,Apparel,Jacket,apparel,Women,female|male,,,0,0,0,0,jog|running|training|walk,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:jog/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
